DATE;SOURCE;PORT;DESTINATION;FLAG;SEQ
02:48:08.886295;oklm-VirtualBox.55492;55492;ec2-52-45-210-128.compute-1.amazonaws.com.https:;.;
02:48:08.887071;ec2-52-45-210-128.compute-1.amazonaws;https;oklm-VirtualBox.55492:;P.;2921:5420
02:48:08.887080;oklm-VirtualBox.55492;55492;ec2-52-45-210-128.compute-1.amazonaws.com.https:;.;
02:48:08.891219;oklm-VirtualBox.55492;55492;ec2-52-45-210-128.compute-1.amazonaws.com.https:;P.;518:644
02:48:08.892242;ec2-52-45-210-128.compute-1.amazonaws;https;oklm-VirtualBox.55492:;.;
02:48:08.927798;oklm-VirtualBox.44280;44280;239.237.117.34.bc.googleusercontent.com.https:;.;
02:48:08.990625;oklm-VirtualBox.34817;34817;bbox.lan.domain:;1au;
02:48:08.990824;oklm-VirtualBox.33785;33785;bbox.lan.domain:;1au;
02:48:08.996342;ec2-52-45-210-128.compute-1.amazonaws;https;oklm-VirtualBox.55492:;P.;5420:5660
02:48:09.015971;239.237.117;https;oklm-VirtualBox.44280:;P.;5135:6741
02:48:09.016058;oklm-VirtualBox.44280;44280;239.237.117.34.bc.googleusercontent.com.https:;.;
02:48:09.016113;bbox.lan.domain;domain;oklm-VirtualBox.34817:;;
02:48:09.016415;oklm-VirtualBox.44280;44280;239.237.117.34.bc.googleusercontent.com.https:;P.;1023:1062
02:48:09.017142;239.237.117;https;oklm-VirtualBox.44280:;.;
02:48:09.023276;server-54-192-66-86.mrs52.r;https;oklm-VirtualBox.34694:;P.;7845:12523
02:48:09.023372;oklm-VirtualBox.34694;34694;server-54-192-66-86.mrs52.r.cloudfront.net.https:;.;
02:48:09.023428;server-54-192-66-86.mrs52.r;https;oklm-VirtualBox.34694:;P.;12523:13521
02:48:09.023436;oklm-VirtualBox.34694;34694;server-54-192-66-86.mrs52.r.cloudfront.net.https:;.;
02:48:09.023480;server-54-192-66-86.mrs52.r;https;oklm-VirtualBox.34694:;P.;13521:17102
02:48:09.023486;oklm-VirtualBox.34694;34694;server-54-192-66-86.mrs52.r.cloudfront.net.https:;.;
02:48:09.027965;server-54-192-66-86.mrs52.r;https;oklm-VirtualBox.34694:;P.;17102:25316
02:48:09.028048;oklm-VirtualBox.34694;34694;server-54-192-66-86.mrs52.r.cloudfront.net.https:;.;
02:48:09.029657;bbox.lan.domain;domain;oklm-VirtualBox.33785:;;
02:48:09.030534;oklm-VirtualBox.46684;46684;server-54-192-65-12.mrs52.r.cloudfront.net.http:;S;2471862802
02:48:09.040163;oklm-VirtualBox.55492;55492;ec2-52-45-210-128.compute-1.amazonaws.com.https:;.;
02:48:09.040324;server-54-192-65-12.mrs52.r;http;oklm-VirtualBox.46684:;S.;147776001
02:48:09.040420;oklm-VirtualBox.46684;46684;server-54-192-65-12.mrs52.r.cloudfront.net.http:;.;
02:48:09.040751;oklm-VirtualBox.44918;44918;bbox.lan.domain:;1au;
02:48:09.041077;oklm-VirtualBox.46684;46684;server-54-192-65-12.mrs52.r.cloudfront.net.http:;P.;1:434
02:48:09.041399;server-54-192-65-12.mrs52.r;http;oklm-VirtualBox.46684:;.;
02:48:09.053637;bbox.lan.domain;domain;oklm-VirtualBox.44918:;;
02:48:09.056940;server-54-192-65-12.mrs52.r;http;oklm-VirtualBox.46684:;P.;1:945
02:48:09.057026;oklm-VirtualBox.46684;46684;server-54-192-65-12.mrs52.r.cloudfront.net.http:;.;
02:48:09.698248;oklm-VirtualBox.40349;40349;bbox.lan.domain:;1au;
02:48:09.698497;oklm-VirtualBox.51559;51559;bbox.lan.domain:;1au;
02:48:09.710945;bbox.lan.domain;domain;oklm-VirtualBox.40349:;;
02:48:09.738811;bbox.lan.domain;domain;oklm-VirtualBox.51559:;;
02:48:09.739219;oklm-VirtualBox.54311;54311;bbox.lan.domain:;1au;
02:48:09.768561;bbox.lan.domain;domain;oklm-VirtualBox.54311:;;
02:48:09.785689;oklm-VirtualBox.55492;55492;ec2-52-45-210-128.compute-1.amazonaws.com.https:;P.;644:821
02:48:09.785912;oklm-VirtualBox.55492;55492;ec2-52-45-210-128.compute-1.amazonaws.com.https:;P.;821:1075
02:48:09.786234;oklm-VirtualBox.55492;55492;ec2-52-45-210-128.compute-1.amazonaws.com.https:;P.;1075:1342
02:48:09.786474;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;S;2863609417
02:48:09.786560;ec2-52-45-210-128.compute-1.amazonaws;https;oklm-VirtualBox.55492:;.;
02:48:09.786573;ec2-52-45-210-128.compute-1.amazonaws;https;oklm-VirtualBox.55492:;.;
02:48:09.786950;ec2-52-45-210-128.compute-1.amazonaws;https;oklm-VirtualBox.55492:;.;
02:48:09.796850;209.100.149;https;oklm-VirtualBox.50386:;S.;147904001
02:48:09.796960;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;.;
02:48:09.797560;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;P.;1:219
02:48:09.798256;209.100.149;https;oklm-VirtualBox.50386:;.;
02:48:09.822114;209.100.149;https;oklm-VirtualBox.50386:;.;1:2921
02:48:09.822207;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;.;
02:48:09.823062;209.100.149;https;oklm-VirtualBox.50386:;P.;2921:4473
02:48:09.823152;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;.;
02:48:09.824276;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;P.;219:312
02:48:09.825076;209.100.149;https;oklm-VirtualBox.50386:;.;
02:48:09.837422;209.100.149;https;oklm-VirtualBox.50386:;P.;4473:4837
02:48:09.837746;oklm-VirtualBox.41640;41640;bbox.lan.domain:;1au;
02:48:09.880277;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;.;
02:48:09.890554;ec2-52-45-210-128.compute-1.amazonaws;https;oklm-VirtualBox.55492:;P.;5660:5698
02:48:09.890655;oklm-VirtualBox.55492;55492;ec2-52-45-210-128.compute-1.amazonaws.com.https:;.;
02:48:09.902994;ec2-52-45-210-128.compute-1.amazonaws;https;oklm-VirtualBox.55492:;P.;5698:7517
02:48:09.903093;oklm-VirtualBox.55492;55492;ec2-52-45-210-128.compute-1.amazonaws.com.https:;.;
02:48:09.906740;bbox.lan.domain;domain;oklm-VirtualBox.41640:;;
02:48:10.119704;oklm-VirtualBox.55121;55121;bbox.lan.domain:;1au;
02:48:10.120485;oklm-VirtualBox.46298;46298;bbox.lan.domain:;1au;
02:48:10.124139;oklm-VirtualBox.51226;51226;a92-123-236-145.deploy.static.akamaitechnologies.com.http:;P.;424:847
02:48:10.125231;a92-123-236-145.deploy.static;http;oklm-VirtualBox.51226:;.;
02:48:10.155434;a92-123-236-145.deploy.static;http;oklm-VirtualBox.51226:;P.;889:1777
02:48:10.155687;oklm-VirtualBox.51226;51226;a92-123-236-145.deploy.static.akamaitechnologies.com.http:;.;
02:48:10.155778;bbox.lan.domain;domain;oklm-VirtualBox.55121:;;
02:48:10.171962;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;P.;312:489
02:48:10.174197;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;P.;489:815
02:48:10.174338;bbox.lan.domain;domain;oklm-VirtualBox.46298:;;
02:48:10.174364;209.100.149;https;oklm-VirtualBox.50386:;.;
02:48:10.175137;209.100.149;https;oklm-VirtualBox.50386:;.;
02:48:10.175166;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;P.;815:853
02:48:10.175879;209.100.149;https;oklm-VirtualBox.50386:;.;
02:48:10.176572;oklm-VirtualBox.46376;46376;bbox.lan.domain:;1au;
02:48:10.195038;209.100.149;https;oklm-VirtualBox.50386:;P.;4837:4875
02:48:10.195117;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;.;
02:48:10.195182;209.100.149;https;oklm-VirtualBox.50386:;P.;4875:5523
02:48:10.195188;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;.;
02:48:10.195399;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;P.;853:899
02:48:10.196167;209.100.149;https;oklm-VirtualBox.50386:;.;
02:48:10.202084;bbox.lan.domain;domain;oklm-VirtualBox.46376:;;
02:48:10.202997;oklm-VirtualBox.54284;54284;123.208.120.34.bc.googleusercontent.com.https:;S;3783550873
02:48:10.203407;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;S;1450809203
02:48:10.214404;123.208.120;https;oklm-VirtualBox.54294:;S.;148032001
02:48:10.214580;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;.;
02:48:10.214638;123.208.120;https;oklm-VirtualBox.54284:;S.;148096001
02:48:10.214649;oklm-VirtualBox.54284;54284;123.208.120.34.bc.googleusercontent.com.https:;.;
02:48:10.214897;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;P.;1:212
02:48:10.215099;oklm-VirtualBox.54284;54284;123.208.120.34.bc.googleusercontent.com.https:;P.;1:212
02:48:10.216153;123.208.120;https;oklm-VirtualBox.54294:;.;
02:48:10.216171;123.208.120;https;oklm-VirtualBox.54284:;.;
02:48:10.227840;123.208.120;https;oklm-VirtualBox.54294:;.;1:2921
02:48:10.227922;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;.;
02:48:10.227979;123.208.120;https;oklm-VirtualBox.54284:;.;1:2921
02:48:10.227987;oklm-VirtualBox.54284;54284;123.208.120.34.bc.googleusercontent.com.https:;.;
02:48:10.228518;123.208.120;https;oklm-VirtualBox.54294:;P.;2921:3434
02:48:10.228650;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;.;
02:48:10.228754;123.208.120;https;oklm-VirtualBox.54284:;P.;2921:3434
02:48:10.228768;oklm-VirtualBox.54284;54284;123.208.120.34.bc.googleusercontent.com.https:;.;
02:48:10.230295;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;P.;212:305
02:48:10.231656;123.208.120;https;oklm-VirtualBox.54294:;.;
02:48:10.232403;oklm-VirtualBox.54284;54284;123.208.120.34.bc.googleusercontent.com.https:;P.;212:305
02:48:10.233172;123.208.120;https;oklm-VirtualBox.54284:;.;
02:48:10.242819;123.208.120;https;oklm-VirtualBox.54294:;P.;3434:3798
02:48:10.242834;123.208.120;https;oklm-VirtualBox.54284:;P.;3434:3798
02:48:10.257638;oklm-VirtualBox.58200;58200;bbox.lan.domain:;1au;
02:48:10.258780;oklm-VirtualBox.58244;58244;192.229.221.95.http:;P.;425:849
02:48:10.258903;oklm-VirtualBox.55639;55639;bbox.lan.domain:;1au;
02:48:10.260670;192.229.221;http;oklm-VirtualBox.58244:;.;
02:48:10.273230;192.229.221;http;oklm-VirtualBox.58244:;P.;738:1475
02:48:10.273263;oklm-VirtualBox.58244;58244;192.229.221.95.http:;.;
02:48:10.283761;oklm-VirtualBox.54284;54284;123.208.120.34.bc.googleusercontent.com.https:;.;
02:48:10.284143;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;.;
02:48:10.314838;oklm-VirtualBox.58244;58244;192.229.221.95.http:;P.;849:1273
02:48:10.324603;192.229.221;http;oklm-VirtualBox.58244:;.;
02:48:10.324621;bbox.lan.domain;domain;oklm-VirtualBox.55639:;;
02:48:10.327709;192.229.221;http;oklm-VirtualBox.58244:;P.;1475:2212
02:48:10.332476;bbox.lan.domain;domain;oklm-VirtualBox.58200:;;
02:48:10.371820;oklm-VirtualBox.58244;58244;192.229.221.95.http:;.;
02:48:10.387713;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;P.;305:482
02:48:10.388254;123.208.120;https;oklm-VirtualBox.54294:;.;
02:48:10.388729;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;P.;482:838
02:48:10.389027;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;P.;838:1162
02:48:10.389267;123.208.120;https;oklm-VirtualBox.54294:;.;
02:48:10.389595;123.208.120;https;oklm-VirtualBox.54294:;.;
02:48:10.389771;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;P.;1162:1200
02:48:10.390544;123.208.120;https;oklm-VirtualBox.54294:;.;
02:48:10.394029;oklm-VirtualBox.54284;54284;123.208.120.34.bc.googleusercontent.com.https:;P.;305:499
02:48:10.394890;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;P.;1200:1330
02:48:10.395220;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;P.;1330:1692
02:48:10.395638;oklm-VirtualBox.54284;54284;123.208.120.34.bc.googleusercontent.com.https:;FP.;499:530
02:48:10.395762;123.208.120;https;oklm-VirtualBox.54284:;.;
02:48:10.395779;123.208.120;https;oklm-VirtualBox.54294:;.;
02:48:10.395782;123.208.120;https;oklm-VirtualBox.54294:;.;
02:48:10.396129;123.208.120;https;oklm-VirtualBox.54284:;.;
02:48:10.399407;123.208.120;https;oklm-VirtualBox.54294:;P.;3798:3836
02:48:10.399789;oklm-VirtualBox.54294;54294;123.208.120.34.bc.googleusercontent.com.https:;.;
02:48:10.404445;123.208.120;https;oklm-VirtualBox.54284:;P.;3798:3836
02:48:10.404468;oklm-VirtualBox.54284;54284;123.208.120.34.bc.googleusercontent.com.https:;R;3783551404
02:48:10.550148;oklm-VirtualBox.50386;50386;209.100.149.34.bc.googleusercontent.com.https:;P.;899:1057
02:48:10.552773;209.100.149;https;oklm-VirtualBox.50386:;.;
02:48:10.561656;209.100.149;https;oklm-VirtualBox.50386:;P.;5523:8457
